imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO.png;0.0000,0.0206,0.3379,0.7514,0.5145,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.4739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,0,1,1,1,0,1,0,0,0,;0.3246;4;3;273000;2.00;
3K3X4GGOSLN9WHITSDB41LMDI6SMCK.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1857,0.0000,0.4570,0.0000,0.2432,0.0000,0.4107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,1,0,2,0,0,0,0,0,0,;0.2659;2;1;91000;2.00;
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT.png;0.0000,0.0000,0.3176,0.2193,0.0222,0.0804,0.0985,0.2965,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,2,2,0,0,0,0,0,0,0,;0.2002;4;2;182000;2.00;
3KNJI1FZ8L912486RAFQQV3ZEP6NQU.png;0.1735,0.4453,0.1977,0.0000,0.0289,0.3565,0.1799,0.3657,0.4161,0.3803,0.3528,0.2880,0.1913,0.0000,0.0000,0.0420,0.0495,0.2491,0.0000,0.2369,0.3759,0.2524,0.0000,0.2152,0.0000,0.1575,0.1002,0.0000,0.0000,0.0000,0.0000,0.3014,0.0354,0.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0381,0.0000,0.0000,0.0766,;7,5,7,5,2,0,0,0,0,0,0,;0.2223;13;7;637000;4.33;
3L4EWVFWCZFLPLXQZ7MWBK7MU2X9OK.png;0.0000,0.0824,0.3177,0.3188,0.3571,0.0250,0.0000,0.2964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,0,1,3,0,0,0,0,0,0,0,;0.2329;4;4;364000;4.00;
3L8V324VIV0JU2BOPG7PUH68F6NF91.png;0.0943,0.0125,0.0201,0.0202,0.0284,0.0199,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,0,0,0,0,0,0,0,0,0,;0.0299;1;1;91000;1.00;
3L8V324VIVQEQ524CR2N49U2T8GF9N.png;0.0453,0.1931,0.1237,0.0011,0.1022,0.1497,0.0000,0.0000,0.0077,0.1632,0.1057,0.0895,0.2514,0.2509,0.4152,0.0906,0.0748,0.0816,0.0000,0.1354,0.0000,0.0838,0.0000,0.1485,0.0000,0.1017,0.0000,0.1447,0.0000,0.2440,0.0000,0.1125,0.0000,0.0582,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1433,0.0000,0.0000,0.0780,0.0000,0.0000,0.0380,;12,9,3,0,1,0,0,0,0,0,0,;0.1272;11;4;364000;3.67;
3LBF4GRVWQC3B97WPKKEJO5WDODDDG.png;0.0949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,0,0,0,0,0,0,0,0,0,;0.1308;1;1;91000;1.00;
3LBF4GRVWQSB1V8AOKNI47EZJYMDDE.png;0.0493,0.4459,0.1822,0.1568,0.1007,0.2274,0.1253,0.1931,0.1490,0.1103,0.2274,0.1106,0.1517,0.1129,0.0801,0.2239,0.1260,0.4095,0.0000,0.1009,0.0120,0.5619,0.0000,0.2463,0.0000,0.2431,0.0525,0.3634,0.0000,0.2145,0.0000,0.4577,0.2598,0.2940,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0808,0.0000,0.0000,0.0168,0.0000,0.0000,0.1907,0.0000,0.0000,0.0125,;10,11,8,2,2,1,0,0,0,0,0,;0.1853;15;8;728000;5.00;
3LCM1J6T1CTW3PUN949YD9G6A99CYC.png;0.0706,0.0768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2536,0.1179,0.1796,0.0488,0.0000,0.0000,0.0000,0.0000,0.2580,0.2590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,2,3,0,0,0,0,0,0,0,0,;0.1474;4;2;182000;4.00;
3LE9INWSFWFC7U06C7E8H83VJHH0ML.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1942,0.2880,0.0049,0.0121,0.0494,0.0044,0.0304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0099,0.0000,0.0073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,1,1,0,0,0,0,0,0,0,0,;0.0667;2;1;91000;2.00;
3LJE53CC7VYWE1O3MIQ180XM33HESQ.png;0.1703,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0504,0.0837,0.0970,0.0778,0.1440,0.0123,0.0000,0.0000,0.0000,0.0000,0.0000,0.0380,0.0000,0.0993,0.0000,0.0569,0.0000,0.0511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,2,0,0,0,0,0,0,0,0,0,;0.0801;5;2;182000;2.50;
3LLXQSS3GH7EI0TIBFCZBVHJUIM2FF.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2256,0.4854,0.4762,0.5432,0.2068,0.0000,0.0000,0.0000,0.0000,0.0684,0.0000,0.1779,0.0000,0.4101,0.0000,0.6623,0.0000,0.2908,0.0000,0.5502,0.0000,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0650,0.0000,0.0000,0.0211,0.0000,0.0000,0.0189,0.0000,0.0000,0.0000,;4,3,2,0,3,2,1,0,0,0,0,;0.2912;6;3;273000;6.00;
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0014,0.1912,0.4819,0.4757,0.5472,0.2068,0.0000,0.0000,0.0000,0.0000,0.0650,0.0000,0.2050,0.0000,0.3447,0.0000,0.6587,0.0000,0.2894,0.0000,0.5552,0.0007,0.1668,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0650,0.0000,0.0000,0.0207,0.0000,0.0000,0.0193,0.0000,0.0000,0.0000,;4,4,1,1,2,2,1,0,0,0,0,;0.2262;7;4;364000;3.50;
3LV0310AAZ0POAIRABRDV0CJ4TWKD9.png;0.2010,0.1335,0.2284,0.2043,0.3165,0.0000,0.2088,0.2085,0.1177,0.0346,0.2053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1146,0.0000,0.0000,0.0000,0.2765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,8,2,1,0,0,0,0,0,0,0,;0.1875;8;7;637000;4.00;
3LV0310AAZ5BVL06B1AU1YGZUNKDKM.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1.png;0.0722,0.2004,0.1343,0.0708,0.0449,0.0352,0.0873,0.0972,0.0893,0.0855,0.1093,0.1157,0.0795,0.1172,0.1014,0.1193,0.0849,0.0729,0.0000,0.0512,0.0000,0.1389,0.0000,0.0857,0.0000,0.0591,0.0000,0.0867,0.0000,0.0818,0.0000,0.1292,0.0000,0.1092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;19,7,0,0,0,0,0,0,0,0,0,;0.0946;11;6;546000;3.67;
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_2.png;0.1452,0.1008,0.0681,0.0884,0.0933,0.1041,0.1016,0.0406,0.1000,0.1011,0.1155,0.0553,0.0816,0.0885,0.0848,0.0641,0.0496,0.1095,0.0000,0.0862,0.0000,0.0889,0.0000,0.0516,0.0000,0.1176,0.0000,0.0675,0.0000,0.0567,0.0000,0.0248,0.0000,0.0988,0.0000,0.0000,0.0000,0.0000,0.0254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,;25,3,0,0,0,0,0,0,0,0,0,;0.0794;17;16;1456000;8.50;
3LV0310AAZ7UO39UCWLZNYY1B3BDKS.png;0.3984,0.2661,0.0936,0.0597,0.0791,0.1068,0.0000,0.0319,0.1404,0.0000,0.0319,0.0681,0.1469,0.0000,0.1684,0.0896,0.0640,0.4311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0846,0.0000,0.1825,0.0448,0.0000,0.0000,0.1642,0.0000,0.0860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,5,1,1,1,0,0,0,0,0,0,;0.1369;8;2;182000;4.00;
3LV0310AB0FIJI1LDLADGNAZ3BMKDF.png;0.0000,0.1629,0.4464,0.2771,0.1203,0.2564,0.1765,0.0737,0.3683,0.2258,0.0869,0.2720,0.2692,0.1811,0.1289,0.0019,0.0000,0.6087,0.0000,0.2549,0.0000,0.0000,0.0000,0.2456,0.0000,0.4698,0.3697,0.3002,0.0000,0.1906,0.0000,0.1754,0.0000,0.0000,0.0000,0.0683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0254,0.0000,0.0000,0.1186,0.0000,0.0000,0.0000,;4,8,8,2,2,1,0,0,0,0,0,;0.2260;12;6;546000;4.00;
3LV0310AB0LE2KPSDVZ5QZ931M3DKU.png;0.2153,0.1402,0.0469,0.0190,0.0000,0.0446,0.0043,0.2748,0.2029,0.0143,0.0000,0.0042,0.0002,0.0000,0.0045,0.0000,0.0000,0.1065,0.0000,0.0313,0.0000,0.0000,0.0000,0.0368,0.0000,0.0137,0.0000,0.0000,0.0000,0.0188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,2,2,0,0,0,0,0,0,0,0,;0.0693;5;2;182000;2.50;
3M35MA94IX9MX6PXAQCG5JTOJ1HNO3.png;0.0000,0.2667,0.0000,0.2847,0.3523,0.3445,0.3938,0.2754,0.2969,0.2810,0.2931,0.1889,0.1954,0.1803,0.1802,0.1839,0.2128,0.3606,0.0000,0.1673,0.2335,0.2078,0.0000,0.0605,0.0000,0.0727,0.2680,0.0796,0.0000,0.0609,0.0000,0.0627,0.0168,0.0568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,7,9,4,0,0,0,0,0,0,0,;0.2066;14;9;819000;4.67;
3M6KHLIXGO95W4HFFOS373KMUDHIRT.png;0.0638,0.2156,0.1069,0.0404,0.0386,0.0509,0.0296,0.0263,0.0259,0.0384,0.0295,0.0257,0.0410,0.0379,0.0987,0.0459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;16,0,2,0,0,0,0,0,0,0,0,;0.0684;5;2;182000;2.50;
3ME56J5KH09H8MTADW07EI1HZMYC6P.png;0.1969,0.0000,0.0174,0.0176,0.0157,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0172,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0529,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,1,0,0,0,0,0,0,0,0,0,;0.0369;2;1;91000;2.00;
3ME56J5KH0A6OHM7NB7LNJZ2KW86CO.png;0.1848,0.3164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0070,0.0992,0.1896,0.0964,0.0000,0.0217,0.1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0586,0.0000,0.0182,0.0000,0.0140,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0321,0.0000,0.0000,0.1147,0.0000,0.0000,0.0516,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,3,0,1,0,0,0,0,0,0,0,;0.0874;7;4;364000;2.33;
3MGKBFT74NRL5KAEINTLHYIV1ONSJ5.png;0.0000,0.3496,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,1,0,0,0,0,0,0,0,;0.1756;1;1;91000;1.00;
3MHMBB6SGFYXPF5WOO57T0Y1YOLKW9.png;0.2664,0.0000,0.0844,0.0000,0.0000,0.0497,0.0668,0.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,0,1,1,0,0,0,0,0,0,0,;0.1412;2;1;91000;2.00;
3MK14RC5NS9WDGLCZVLGWCZQJ24T6G.png;0.0453,0.0885,0.0345,0.0000,0.0786,0.0485,0.0141,0.0302,0.0309,0.1028,0.0335,0.0371,0.0333,0.0484,0.0564,0.0544,0.0182,0.0355,0.0000,0.0563,0.0000,0.0120,0.0000,0.0000,0.0000,0.0312,0.0000,0.0318,0.0000,0.0272,0.0000,0.0264,0.0000,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;24,0,0,0,0,0,0,0,0,0,0,;0.0433;10;5;455000;3.33;
3MK14RC5NS9WDGLCZVLGWCZQJ2BT6N.png;0.0244,0.1642,0.1178,0.0535,0.0324,0.0000,0.0000,0.0000,0.0205,0.0000,0.0175,0.0000,0.0165,0.0000,0.0165,0.0388,0.1493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,4,0,0,0,0,0,0,0,0,0,;0.0664;4;2;182000;2.00;
3MKP0VNPL180YVBEBVOO0GDECBIJRU.png;0.0000,0.0000,0.4025,0.1958,0.0265,0.1516,0.1740,0.1745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,4,0,2,0,0,0,0,0,0,0,;0.2131;2;1;91000;2.00;
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY.png;0.0000,0.2140,0.4959,0.1990,0.4967,0.1004,0.0389,0.1133,0.0266,0.0000,0.0000,0.0000,0.3009,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.1206,0.0000,0.0000,0.0000,0.0000,0.0009,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,3,2,0,2,0,0,0,0,0,0,;0.1688;5;4;364000;2.50;
3MNYFQMXON9G1T2C2HOQSK4JSIPY01.png;0.0000,0.1875,0.2006,0.0401,0.0904,0.0054,0.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,2,0,0,0,0,0,0,0,0,0,;0.0937;2;2;182000;2.00;
3MQJWSYXNGSYPF0J90X7JRB4GS9O5U.png;0.0050,0.2036,0.1253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,2,0,0,0,0,0,0,0,0,0,;0.1113;2;2;182000;2.00;
3MQJWSYXOHGDXJ3GAF96UH2KF625OC.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3MXFP9RGE565H89AY0KXMF94YTQB2U.png;0.2172,0.0821,0.3571,0.1500,0.0000,0.1171,0.0000,0.1900,0.0389,0.0386,0.0786,0.0259,0.2030,0.0000,0.0000,0.0000,0.0000,0.1350,0.0000,0.0920,0.0000,0.1874,0.0000,0.0900,0.0000,0.7050,0.0442,0.0000,0.0000,0.3624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0295,0.0000,0.0000,0.2309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,6,2,2,0,0,1,0,0,0,0,;0.1687;8;3;273000;4.00;
3MXFP9RGE565SQ20JA2GC60T4U4B22.png;0.0178,0.0000,0.0000,0.1713,0.0786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,0,0,0,0,0,0,0,0,0,;0.0892;1;1;91000;1.00;
3N9FD9XF48K5Z4R4YKZ4XC3B2YYEVL.png;0.0943,0.0232,0.0175,0.0000,0.0000,0.0113,0.0000,0.0000,0.0157,0.0092,0.0274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0271,0.0000,0.0394,0.0000,0.1698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,1,0,0,0,0,0,0,0,0,0,;0.0435;2;1;91000;2.00;
3NAD71TD8V1W7T0ET8V40F6WWDIL2U.png;0.1586,0.1791,0.0000,0.0000,0.0000,0.0000,0.0000,0.2240,0.5355,0.2412,0.2898,0.5053,0.4159,0.4368,0.1407,0.2930,0.2680,0.1120,0.0000,0.2335,0.0000,0.1809,0.0000,0.3160,0.0000,0.2715,0.0000,0.2883,0.0000,0.0000,0.0000,0.0000,0.0000,0.2012,0.0000,0.0000,0.0000,0.0000,0.1502,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1744,;1,8,8,1,3,1,0,0,0,0,0,;0.2557;10;7;637000;5.00;
3NCF7G1XJIORLK6VK0UD85LOJVCNAC.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0677,0.7170,0.1101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0069,0.0000,0.0123,0.0000,0.0000,0.0000,0.3066,0.0000,0.2959,0.0000,0.3031,0.0000,0.3649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,3,1,0,0,0,1,0,0,0,;0.2427;5;4;364000;2.50;
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP.png;0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,0,0,0,0,0,0,0,0,;0.0064;1;1;91000;1.00;
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_1.png;0.2097,0.1024,0.1479,0.0089,0.1671,0.0252,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.0000,0.0598,0.0000,0.0628,0.0000,0.0029,0.0000,0.0113,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,3,0,0,0,0,0,0,0,0,0,;0.0631;5;4;364000;2.50;
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP_2.png;0.0767,0.0159,0.0182,0.1258,0.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,1,0,0,0,0,0,0,0,0,0,;0.0513;2;2;182000;2.00;
