imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2.png;0.0725,0.0090,0.0108,0.0000,0.0222,0.0000,0.0102,0.0113,0.0109,0.0102,0.0019,0.0208,0.0102,0.0000,0.0222,0.0000,0.0102,0.4277,0.0000,0.0386,0.0000,0.0130,0.0000,0.3781,0.0000,0.1523,0.0348,0.0000,0.0000,0.3161,0.0000,0.2687,0.0009,0.0392,0.0000,0.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0070,0.0000,0.0000,0.0000,;17,1,1,2,1,0,0,0,0,0,0,;0.0741;5;4;364000;2.50;
3D7N1211O74L32LV8ZFDVQWGH61MAZ.png;0.0000,0.0000,0.0000,0.0990,0.0810,0.0022,0.0000,0.0429,0.1149,0.4014,0.0720,0.0158,0.0432,0.0639,0.0496,0.0000,0.0000,0.1752,0.0000,0.0804,0.0000,0.0063,0.0000,0.0418,0.0000,0.1316,0.0000,0.1439,0.0000,0.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,4,0,1,0,0,0,0,0,0,0,;0.0887;6;2;182000;3.00;
3D7N1211P8PBU1MJEXLJFBT15KWAMH.png;0.2265,0.1829,0.0628,0.0344,0.0469,0.0463,0.0352,0.0355,0.0414,0.0231,0.0625,0.0521,0.0155,0.0700,0.0463,0.0151,0.0676,0.1027,0.0000,0.0495,0.0000,0.0380,0.0000,0.0887,0.0000,0.0246,0.0037,0.0380,0.0000,0.0881,0.0000,0.0238,0.0000,0.0375,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;24,1,1,0,0,0,0,0,0,0,0,;0.0541;9;4;364000;3.00;
3D8B00U52IVJZWECZOBXRVFXL2U83O.png;0.3750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0698,0.0000,0.2779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,1,1,0,0,0,0,0,0,0,;0.2409;2;1;91000;2.00;
3D8B00U52IVJZWECZOBXRVFYHAV833.png;0.2701,0.0861,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3674,0.0644,0.0156,0.0454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0064,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,0,1,1,0,0,0,0,0,0,0,;0.0886;2;1;91000;2.00;
3DBJK6OC3AF4JLMP40JUKZIT4XNYF3.png;0.2026,0.2152,0.4168,0.2771,0.0115,0.0000,0.0579,0.0699,0.0739,0.0000,0.2249,0.1039,0.0000,0.0000,0.0000,0.0000,0.0231,0.1881,0.0000,0.0000,0.0783,0.2971,0.0000,0.2695,0.0000,0.0000,0.0790,0.0000,0.0000,0.1224,0.0000,0.1796,0.2653,0.1954,0.0000,0.0996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0220,;10,5,6,0,1,0,0,0,0,0,0,;0.1579;11;4;364000;3.67;
3DCXWU0MSDB2RCYGDPZ82R371ZGTVX.png;0.0000,0.0000,0.3059,0.1707,0.2153,0.1940,0.2575,0.0303,0.0000,0.3140,0.2036,0.2552,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,3,4,1,0,0,0,0,0,0,0,;0.1789;7;7;637000;7.00;
3DECMKXKT815JCLN1RI1KKDJDFAMBB.png;0.1597,0.5419,0.3199,0.1697,0.2536,0.2830,0.3185,0.4150,0.0639,0.1494,0.3443,0.4087,0.2440,0.1844,0.4668,0.4375,0.4288,0.0000,0.0000,0.0000,0.0000,0.0835,0.0000,0.1156,0.0000,0.0611,0.0000,0.0406,0.0000,0.3134,0.0000,0.4146,0.0000,0.3497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0567,0.0000,0.0000,0.0182,0.0000,0.0000,0.0650,;7,5,3,6,5,1,0,0,0,0,0,;0.2484;14;11;1001000;7.00;
3DHOXWJRSC3OAPE5AL86OV64DJCT3O.png;0.1924,0.2624,0.3399,0.2856,0.3775,0.2616,0.1494,0.0845,0.1952,0.1235,0.0866,0.1461,0.1156,0.0230,0.0000,0.0000,0.0000,0.0746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0194,0.0000,0.1312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,7,3,2,0,0,0,0,0,0,0,;0.1620;7;7;637000;7.00;
3DPZKFEUURUGTQUQB4SOUUG5ZFPI4V.png;0.1970,0.0538,0.2753,0.0740,0.1048,0.1210,0.0904,0.0658,0.0797,0.1340,0.0598,0.0566,0.0605,0.0000,0.0000,0.0038,0.1113,0.2776,0.0000,0.3056,0.0000,0.0172,0.0000,0.1023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,5,3,0,0,0,0,0,0,0,0,;0.1154;7;2;182000;3.50;
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44.png;0.0000,0.0000,0.6308,0.1815,0.2510,0.5618,0.4008,0.1166,0.1080,0.3072,0.3040,0.0347,0.3310,0.2445,0.0000,0.0000,0.0153,0.0000,0.0000,0.0000,0.0000,0.3113,0.0000,0.0341,0.0000,0.4050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1076,0.0000,0.0000,0.0000,0.0000,0.4050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,2,4,5,0,1,1,0,0,0,0,;0.2639;9;4;364000;3.00;
3DXFGU9SKN7P79WJOTN6EK4MLG3EXS.png;0.1644,0.1731,0.1752,0.0112,0.1004,0.0000,0.0776,0.0974,0.0452,0.0000,0.0615,0.0603,0.0000,0.0995,0.0615,0.0000,0.0173,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,0.0498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0535,0.0000,0.0000,0.0022,0.0000,0.0000,0.0269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;14,3,0,0,0,0,0,0,0,0,0,;0.0690;7;6;546000;3.50;
3DXFGU9SKNVTS8DGXQ8KL6UJIRCXE8.png;0.0734,0.0950,0.1568,0.0822,0.0215,0.0000,0.0000,0.0000,0.0000,0.0000,0.1230,0.0000,0.1344,0.1606,0.1618,0.1680,0.0167,0.0000,0.0000,0.0000,0.0000,0.2132,0.0000,0.0000,0.0000,0.2799,0.0000,0.2842,0.0000,0.3742,0.0000,0.3768,0.0000,0.0008,0.0000,0.0000,0.0000,0.0000,0.0253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,6,3,2,0,0,0,0,0,0,0,;0.1527;9;5;455000;3.00;
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ.png;0.0000,0.4721,0.3094,0.3606,0.2105,0.3553,0.3357,0.2322,0.0829,0.0417,0.0000,0.0380,0.0180,0.0000,0.0409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,0,3,3,1,0,0,0,0,0,0,;0.2081;7;7;637000;7.00;
3E9JM64F23SDM8DQUQW3OKIR1A0NP8.png;0.0000,0.4398,0.3036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2396,0.2683,0.1913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0745,0.0000,0.0648,0.0000,0.2175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1451,0.0000,0.0000,0.0000,;2,2,4,0,1,0,0,0,0,0,0,;0.2160;5;2;182000;2.50;
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2.png;0.0000,0.3633,0.2412,0.0176,0.0538,0.3725,0.3073,0.2543,0.0998,0.1635,0.1154,0.1382,0.2194,0.1823,0.1629,0.0622,0.0000,0.2866,0.0000,0.1990,0.2449,0.1124,0.0000,0.1699,0.0000,0.1826,0.0639,0.1988,0.0000,0.1981,0.0000,0.1910,0.0215,0.0000,0.0000,0.1066,0.0000,0.0000,0.0792,0.0000,0.0000,0.2336,0.0000,0.0000,0.1277,0.0000,0.0000,0.0241,0.0000,0.0000,0.0000,;9,13,7,2,0,0,0,0,0,0,0,;0.1675;16;10;910000;5.33;
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW.png;0.0000,0.0000,0.0000,0.4580,0.2565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0196,0.0007,0.0189,0.0196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0065,0.0000,0.0002,0.0000,0.0063,0.0000,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,1,0,1,0,0,0,0,0,0,;0.0793;2;2;182000;2.00;
3EOZAW7619J5YKCNUIDNV84T8098HV.png;0.3704,0.3939,0.1992,0.2530,0.0000,0.1536,0.2463,0.0000,0.0000,0.2445,0.4301,0.2762,0.2386,0.5531,0.5520,0.7289,0.0986,0.0000,0.0000,0.1276,0.1131,0.0409,0.0000,0.2500,0.0000,0.1799,0.0000,0.2714,0.0000,0.4043,0.0000,0.7566,0.0316,0.1442,0.0000,0.0036,0.0000,0.0000,0.0560,0.0000,0.0000,0.1531,0.0000,0.0000,0.2787,0.0000,0.0000,0.8728,0.0000,0.0000,0.1052,;5,7,8,3,1,2,0,2,1,0,0,;0.2843;9;4;364000;3.00;
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q.png;0.0000,0.1438,0.1456,0.0000,0.0430,0.0475,0.2474,0.2030,0.2249,0.1156,0.0000,0.0166,0.0166,0.0000,0.0163,0.0178,0.0000,0.4666,0.0000,0.2437,0.0000,0.0000,0.0000,0.0334,0.0000,0.0332,0.0000,0.0000,0.0000,0.0332,0.0000,0.0355,0.0000,0.0000,0.0000,0.0273,0.0000,0.0000,0.0267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0267,0.0000,0.0000,0.0251,0.0000,0.0000,0.0000,;14,4,3,0,1,0,0,0,0,0,0,;0.0995;8;4;364000;4.00;
3ERG9KP7KAETHL286FNRQ00RYLWCHM.png;0.2299,0.2021,0.0156,0.0000,0.0000,0.0237,0.0000,0.0077,0.0244,0.0000,0.0000,0.0349,0.0752,0.0000,0.0857,0.0456,0.0457,0.4574,0.0000,0.0000,0.0000,0.0000,0.0000,0.0739,0.0000,0.1595,0.0142,0.0000,0.0000,0.1493,0.0000,0.0794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;11,3,1,0,1,0,0,0,0,0,0,;0.1014;5;2;182000;2.50;
3EULM6QNGEDGI0DDZ62WA3R8YV4JXB.png;0.0943,0.0160,0.0249,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,1,0,0,0,0,0,0,0,0,0,;0.0652;2;1;91000;2.00;
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG.png;0.0762,0.0000,0.1918,0.1854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0516,0.2111,0.0000,0.0000,0.0000,0.0000,0.0257,0.0000,0.1755,0.0000,0.2026,0.0000,0.1670,0.0000,0.1200,0.0000,0.3368,0.0000,0.7950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0521,0.0000,0.0000,0.2156,;4,6,2,1,0,0,0,1,0,0,0,;0.2005;5;2;182000;2.50;
3EXC7SWSR38EV80UNYXZTOBA3ESHT8.png;0.2664,0.0000,0.0844,0.0279,0.0436,0.0422,0.0690,0.0519,0.0131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3624,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,1,1,0,0,0,0,0,0,0,;0.1068;2;1;91000;2.00;
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU.png;0.0810,0.0623,0.0000,0.0000,0.0179,0.2286,0.0000,0.0000,0.4057,0.0509,0.2221,0.1870,0.6747,0.4417,0.0000,0.0000,0.2545,0.3450,0.0000,0.0950,0.0000,0.4250,0.0000,0.0000,0.0000,0.0000,0.1918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0588,0.0618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,2,3,2,2,0,1,0,0,0,0,;0.2238;7;4;364000;2.33;
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR.png;0.0000,0.1194,0.1667,0.2904,0.2099,0.1480,0.1377,0.0000,0.2513,0.3184,0.1561,0.0851,0.0115,0.0737,0.0835,0.0000,0.0000,0.1090,0.0000,0.1626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,7,2,1,0,0,0,0,0,0,0,;0.1549;7;6;546000;3.50;
3F12ASV6AWHSTTB7IFZKMVGLLVZM46.png;0.0000,0.3100,0.4986,0.3603,0.1187,0.5292,0.1063,0.4422,0.0682,0.1553,0.0670,0.0835,0.0682,0.2439,0.0720,0.0952,0.0610,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,2,2,1,2,1,0,0,0,0,0,;0.2050;6;5;455000;3.00;
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL.png;0.1285,0.0000,0.0000,0.0550,0.0000,0.0627,0.0000,0.0445,0.0103,0.0000,0.0602,0.0000,0.0543,0.0000,0.0000,0.0549,0.0000,0.0046,0.0000,0.0000,0.0000,0.0227,0.0000,0.0000,0.0000,0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,1,0,0,0,0,0,0,0,0,0,;0.0480;7;3;273000;2.33;
3FKD865UZQBJZ4661LLBINGEMFPMUJ.png;0.0819,0.2401,0.0839,0.1698,0.2323,0.2462,0.1758,0.0874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,3,3,0,0,0,0,0,0,0,0,;0.1635;5;5;455000;5.00;
3FKD865UZQBJZ4661LLBINGENHPMUO.png;0.0445,0.0913,0.0467,0.0537,0.0936,0.0933,0.1057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,0,0,0,0,0,0,0,0,0,;0.0755;4;4;364000;4.00;
3FKD865UZQG0HB1FDHAJVT0FL3FMUG.png;0.2664,0.0000,0.1262,0.1262,0.1177,0.1235,0.1123,0.0756,0.0114,0.0703,0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,5,1,0,0,0,0,0,0,0,0,;0.1057;6;6;546000;6.00;
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL.png;0.2269,0.0013,0.0092,0.4890,0.2671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0475,0.0600,0.0000,0.0796,0.0518,0.0000,0.0000,0.3865,0.1171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0348,0.0000,0.1626,0.0000,0.4303,0.2556,0.5357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0104,0.0000,0.0000,0.1252,;6,3,3,1,2,1,0,0,0,0,0,;0.1828;7;3;273000;3.50;
3FQJF6D1R1SUSJ130G368H5I02G92S.png;0.5734,0.2947,0.4901,0.3676,0.4539,0.0611,0.4829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0040,0.0000,0.0470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,0,1,1,3,1,0,0,0,0,0,;0.3083;5;5;455000;5.00;
3FQJF6D1S2STVEIP11IICRPWDI892M.png;0.3064,0.3288,0.3333,0.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,1,1,2,0,0,0,0,0,0,0,;0.2946;3;3;273000;3.00;
3G2I6FODBC43UCDM72LBPP8Z9I0L60.png;0.2042,0.0677,0.0817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,0,0,0,0,0,0,0,0,0,;0.1179;1;1;91000;1.00;
3GAR7VLBJNDRH4HH5ZWWCFRBGXZ4Y9.png;0.1850,0.2087,0.2716,0.1994,0.2557,0.1427,0.0958,0.1843,0.2239,0.1948,0.2300,0.2631,0.2340,0.0393,0.2242,0.0672,0.1342,0.2431,0.0000,0.3470,0.0000,0.2144,0.0000,0.3442,0.0000,0.2643,0.0889,0.0000,0.0000,0.0000,0.0000,0.0156,0.0526,0.1155,0.0000,0.0609,0.0000,0.0000,0.1098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,8,10,2,0,0,0,0,0,0,0,;0.1789;17;17;1547000;17.00;
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T.png;0.3851,0.1319,0.1465,0.1110,0.0698,0.0212,0.0403,0.0382,0.0191,0.0385,0.0328,0.0085,0.0409,0.0219,0.0458,0.0419,0.0482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;12,3,0,1,0,0,0,0,0,0,0,;0.0730;4;4;364000;4.00;
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9.png;0.0000,0.0215,0.4319,0.3916,0.1188,0.4409,0.0721,0.2696,0.2293,0.0000,0.0000,0.0000,0.0000,0.0000,0.1791,0.2448,0.0000,0.1027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,2,3,1,2,0,0,0,0,0,0,;0.2103;6;5;455000;3.00;
3GBCJUK5C2NMDEDWS686X6QI2G8KP3.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,0,0,0,0,0,;NaN;0;
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN.png;0.1247,0.2923,0.0000,0.0000,0.0000,0.0000,0.0000,0.3402,0.3651,0.2602,0.3030,0.3604,0.4066,0.1409,0.2144,0.2003,0.0000,0.1178,0.0000,0.1183,0.0000,0.0402,0.0000,0.0960,0.0000,0.3250,0.0000,0.0750,0.0000,0.0000,0.0000,0.1636,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2213,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0703,0.0000,0.0000,0.0000,;5,6,5,5,0,0,0,0,0,0,0,;0.2053;10;7;637000;5.00;
3GRRK9BQWRDBESRD36S5634M392PD9.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2049,0.0632,0.0000,0.0000,0.1622,0.1858,0.0000,0.0000,0.0638,0.0000,0.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,3,0,0,0,0,0,0,0,0,0,;0.1156;3;3;273000;3.00;
3GRRK9BQWRPD54OGKFA4YQ8537VPDJ.png;0.2115,0.2325,0.1959,0.0336,0.0000,0.0000,0.0330,0.0000,0.0000,0.0339,0.0000,0.0025,0.0305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0309,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,1,2,0,0,0,0,0,0,0,0,;0.0764;3;3;273000;3.00;
3GZMSD8U5X9MRGKQIZ546O8UKB695Q.png;0.2810,0.2237,0.0000,0.0000,0.1599,0.3859,0.2324,0.2848,0.4451,0.3090,0.4033,0.1602,0.1468,0.1782,0.0000,0.2099,0.4887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,5,5,2,2,0,0,0,0,0,0,;0.2446;7;5;455000;3.50;
